Baseline,Intervention,Gain
57.9556,62.9066,4.9510000000000005
57.504,62.714,5.210000000000001
57.4256,62.6928,5.267199999999995
58.1916,62.8988,4.7072
57.6382,62.4436,4.805400000000006
57.797,62.7048,4.907800000000002
57.6434,62.6288,4.9853999999999985
58.346,62.8058,4.459800000000001
58.3998,63.2756,4.875799999999998
58.0486,63.0458,4.997199999999999
57.5128,62.4478,4.935000000000002
57.0674,62.473,5.4056
57.8462,62.9658,5.119599999999998
57.8184,62.9504,5.132000000000005
57.783,62.9986,5.215600000000002
57.7804,62.4546,4.674199999999999
58.1414,63.1094,4.9680000000000035
57.9824,62.6786,4.696200000000005
57.953,62.6358,4.6828
57.735,62.581,4.846000000000004
58.411,63.3324,4.921399999999998
57.967,63.1988,5.2318
57.903,63.0764,5.173400000000001
57.8996,62.8756,4.975999999999999
57.5566,62.4184,4.861799999999995
58.1334,63.2196,5.086199999999998
57.622,62.2396,4.617600000000003
57.8432,62.7308,4.887599999999999
58.2014,63.0488,4.8474
57.62,62.6508,5.030799999999999
58.0278,62.8532,4.825400000000002
58.1554,63.1998,5.044400000000003
57.8756,62.9274,5.0518
58.3362,62.9378,4.601600000000005
57.5932,62.6334,5.040199999999999
57.9568,62.8384,4.881599999999999
57.7672,62.8628,5.0955999999999975
57.7008,62.7896,5.088799999999999
57.3732,62.8908,5.517600000000002
57.9584,62.7926,4.834200000000003
57.3462,62.1574,4.8111999999999995
57.7666,62.6444,4.877800000000001
57.6012,62.8634,5.2622
57.6074,62.678,5.070599999999999
57.7412,62.7818,5.040599999999998
58.1836,63.0688,4.885200000000005
57.534,62.8656,5.331600000000002
57.9502,63.1376,5.187399999999997
57.6978,62.3566,4.658799999999999
57.773,62.9498,5.1768
58.056,63.2268,5.1708
57.1864,62.2676,5.081200000000003
57.842,62.9308,5.088799999999999
57.7158,62.2164,4.500599999999999
57.891,62.8514,4.9604
58.2434,63.0238,4.7804
57.1224,62.1244,5.0020000000000024
57.9986,62.6718,4.673199999999994
58.017,62.5682,4.551199999999994
58.042,63.0414,4.999400000000001
57.8366,62.1262,4.2896
58.0784,63.1628,5.084399999999995
57.9414,62.7544,4.812999999999995
57.3866,62.498,5.111399999999996
57.8664,62.676,4.809600000000003
57.9898,62.8848,4.894999999999996
57.6062,62.3594,4.7532
57.9676,63.0588,5.091200000000001
57.9342,63.3216,5.3873999999999995
58.08,63.2528,5.172800000000002
58.0682,62.988,4.919800000000002
57.7962,62.9272,5.131
58.2062,62.9152,4.708999999999996
58.013,63.0292,5.016200000000005
57.3514,62.2316,4.880200000000002
58.5832,63.6114,5.028200000000005
57.8794,62.8136,4.934200000000004
58.0292,63.173,5.143799999999999
57.6884,62.786,5.0976
57.6716,62.7974,5.125800000000005
57.783,62.7408,4.957799999999999
57.0696,62.1362,5.066600000000001
57.4722,62.6612,5.189
57.7722,62.7342,4.962000000000003
58.3844,63.6658,5.281399999999998
57.8558,62.8784,5.022599999999997
58.1522,63.1324,4.980199999999996
57.956,63.0982,5.142199999999995
58.232,63.1244,4.892400000000002
58.0244,62.7758,4.751399999999997
58.0534,62.9914,4.937999999999995
58.1322,63.3808,5.248600000000003
57.7386,62.7292,4.990600000000001
58.0014,62.5864,4.585000000000001
58.0998,62.7836,4.683799999999998
58.4754,63.1194,4.643999999999998
57.4062,62.5378,5.131599999999999
58.4178,63.1566,4.738799999999998
58.1798,63.5224,5.342599999999997
57.9696,63.0584,5.088799999999999
57.69,62.4298,4.7398000000000025
57.6862,62.6556,4.9694
57.9664,62.5496,4.583199999999998
58.0996,62.7156,4.616
57.7374,62.8954,5.158000000000001
57.9544,63.1854,5.231000000000002
57.5004,62.7226,5.222200000000001
57.5284,62.5502,5.021799999999999
57.5518,62.8344,5.282600000000002
57.8334,62.9658,5.132400000000004
57.934,63.3624,5.4284000000000034
57.9258,62.973,5.047199999999997
57.6596,62.7492,5.089600000000004
57.6288,62.8154,5.1865999999999985
57.5904,62.6572,5.066800000000001
57.927,62.8338,4.906799999999997
57.516,62.689,5.173000000000002
57.802,63.0832,5.281199999999998
57.554,62.6606,5.1066
57.8512,62.491,4.639800000000001
57.6788,62.52,4.841200000000001
58.1344,63.1568,5.0223999999999975
57.6654,63.0426,5.377200000000002
58.0152,62.8056,4.790399999999998
58.1012,63.2666,5.165399999999998
57.4904,62.5104,5.019999999999996
57.795,62.631,4.8359999999999985
57.6642,62.816,5.1518000000000015
58.2852,62.8824,4.597199999999994
57.4336,63.0438,5.610199999999999
57.6588,63.2394,5.580600000000004
58.226,63.139,4.913000000000004
57.5608,62.6126,5.0518
57.914,62.7894,4.875399999999999
58.154,63.1508,4.996799999999993
58.004,63.0522,5.048200000000001
58.0692,63.2476,5.178399999999996
57.9446,62.5552,4.610599999999998
57.6976,62.9074,5.209800000000001
58.285,63.2106,4.925600000000003
58.1452,63.209,5.0638000000000005
57.9976,62.8554,4.857800000000005
58.1714,63.0172,4.845800000000004
58.3976,63.4754,5.077800000000003
57.5462,62.208,4.6617999999999995
57.7226,62.5212,4.7986
57.9042,62.6562,4.751999999999995
57.3662,62.347,4.980800000000002
57.9742,63.059,5.084799999999994
57.4436,62.5866,5.142999999999994
57.6844,62.585,4.900600000000004
57.8806,62.4822,4.601599999999998
58.1096,62.6592,4.549599999999998
57.83,63.1392,5.309200000000004
57.3468,62.2672,4.920400000000001
58.194,63.1444,4.950399999999995
57.5534,62.3064,4.752999999999993
57.9034,63.0594,5.155999999999999
57.0702,62.2074,5.1372
58.282,63.223,4.9410000000000025
57.7698,62.363,4.593200000000003
57.9834,62.9772,4.9938
57.8304,63.1102,5.279800000000002
57.859,63.031,5.171999999999997
58.0576,62.6432,4.5855999999999995
57.8382,62.6208,4.782600000000002
57.7532,62.6846,4.931400000000004
57.6076,62.6474,5.0398
57.9846,63.27,5.285400000000003
57.8744,62.8684,4.994
58.1514,63.039,4.887599999999999
57.8722,62.965,5.092800000000004
58.185,63.1834,4.998399999999997
57.7368,62.6252,4.888399999999997
57.9288,63.16,5.231199999999994
57.7472,62.9194,5.172200000000004
58.0876,63.1258,5.038199999999996
57.6484,62.6896,5.041199999999996
57.4828,62.643,5.160200000000003
57.6128,62.6772,5.064399999999999
57.7412,62.8636,5.122399999999999
58.074,63.0158,4.941800000000001
57.6956,62.4974,4.8018
58.0224,62.8808,4.858400000000003
58.134,63.2172,5.083199999999998
57.4218,62.1992,4.7774
57.7484,62.6198,4.871400000000001
57.7096,62.7612,5.0516000000000005
57.1162,62.2264,5.110199999999999
57.8338,62.7004,4.866600000000005
57.635,62.875,5.240000000000002
57.9766,63.1028,5.126200000000004
57.9524,62.8354,4.883000000000003
58.4398,63.2964,4.8566
